id,zone,state,gender,age_category,age
771,Eastern,Indiana,M,old,64
772,Eastern,New York,F,medium,33
773,Eastern,New Hampshire,F,medium,45
774,Eastern,Georgia,M,medium,49
775,Eastern,South Carolina,M,young,25
776,Eastern,New Jersey,M,young,21
777,Mountain,Arizona,M,medium,48
778,Eastern,North Carolina,F,medium,40
779,Eastern,Delaware,M,medium,47
780,Eastern,New Jersey,F,medium,52
781,Eastern,North Carolina,M,medium,45
782,Eastern,Michigan,M,medium,51
783,Central,Texas,M,old,61
784,Eastern,Michigan,F,medium,52
785,Pacific,Washington,F,medium,32
786,Central,Tennessee,M,medium,33
787,Mountain,Colorado,M,medium,34
788,Mountain,Arizona,M,young,26
789,Eastern,Pennsylvania,M,medium,54
790,Eastern,Ohio,F,medium,47
791,Mountain,Arizona,M,medium,47
792,Eastern,New Jersey,M,old,62
793,Eastern,Massachusetts,M,medium,39
794,Mountain,Utah,F,medium,49
795,Pacific,California,F,young,27
796,Eastern,Ohio,F,medium,45
797,Central,Texas,M,young,23
798,Eastern,Pennsylvania,M,medium,33
799,Central,Texas,M,old,62
800,Eastern,Ohio,M,medium,49
801,Eastern,North Carolina,F,young,22
802,Eastern,Pennsylvania,M,medium,35
803,Eastern,Massachusetts,F,medium,50
804,Mountain,Arizona,F,medium,39
805,Eastern,North Carolina,M,medium,33
806,Eastern,Maryland,M,medium,33
807,Mountain,Arizona,M,medium,51
808,Mountain,Arizona,F,medium,43
809,Eastern,North Carolina,M,medium,56
810,Eastern,Ohio,F,medium,37
811,Pacific,California,F,medium,51
812,Mountain,Arizona,F,medium,47
813,Central,Texas,F,medium,57
814,Eastern,Pennsylvania,M,old,63
815,Eastern,Michigan,M,old,61
816,Eastern,Florida,M,young,27
817,Mountain,Colorado,M,medium,38
818,Central,Texas,M,medium,50
819,Central,Illinois,M,medium,41
820,Central,Illinois,F,medium,34
821,Central,Arkansas,M,young,29
822,Mountain,Colorado,F,medium,33
823,Pacific,California,F,young,26
824,Eastern,Michigan,M,,30
825,Central,Missouri,M,medium,45
826,Eastern,Florida,M,medium,33
827,Eastern,Pennsylvania,M,medium,53
828,Eastern,Florida,M,medium,32
829,Mountain,Arizona,M,medium,54
830,Eastern,Massachusetts,F,medium,43
831,Eastern,Georgia,M,medium,37
832,Central,Louisiana,M,young,21
833,Central,Alabama,M,medium,41
834,Mountain,Arizona,M,medium,36
835,Central,South Dakota,F,old,64
836,Pacific,California,F,medium,51
837,Mountain,Arizona,F,old,64
838,Central,Texas,M,medium,37
839,Eastern,North Carolina,M,medium,37
840,Mountain,Colorado,M,medium,48
841,Eastern,New York,F,medium,38
842,Pacific,California,F,medium,50
843,Mountain,Colorado,F,medium,41
844,Eastern,Pennsylvania,M,young,29
845,Eastern,Georgia,M,medium,33
846,Central,Illinois,M,medium,33
847,Eastern,New York,M,medium,56
848,Eastern,Florida,M,medium,47
849,Central,Louisiana,F,medium,36
850,Central,Texas,M,medium,31
851,Mountain,Montana,M,medium,41
852,Eastern,Indiana,M,medium,60
853,Mountain,Montana,F,young,27
854,Eastern,Pennsylvania,M,medium,57
855,Eastern,Georgia,M,old,63
856,Eastern,Michigan,M,young,24
857,Eastern,New York,F,young,29
858,Mountain,Arizona,F,young,28
859,Eastern,Michigan,M,medium,59
860,Central,Arkansas,M,young,22
861,Mountain,Montana,M,medium,31
862,Eastern,Maryland,M,medium,35
863,Central,Minnesota,F,medium,37
864,Eastern,Florida,M,medium,59
865,Central,Arkansas,M,young,29
866,Pacific,California,M,medium,34
867,Eastern,Massachusetts,F,medium,41
868,Eastern,Florida,M,medium,36
869,Eastern,New York,M,medium,39
870,Eastern,Ohio,M,medium,55
871,Central,Texas,F,medium,45
872,Eastern,North Carolina,F,young,19
873,Mountain,Colorado,M,medium,41
874,Eastern,New York,F,medium,56
875,Eastern,Michigan,F,medium,47
876,Eastern,New Jersey,M,old,66
877,Eastern,Ohio,M,young,27
878,Mountain,Utah,M,medium,34
879,Central,Texas,F,young,23
880,Eastern,North Carolina,M,medium,34
881,Central,Illinois,M,young,20
882,Eastern,New York,F,young,24
883,Eastern,Kentucky,F,medium,44
884,Central,Tennessee,F,medium,53
885,Mountain,Wyoming,F,medium,31
886,Eastern,New York,F,medium,49
887,Pacific,California,F,medium,44
888,Mountain,Utah,M,medium,49
889,Eastern,New York,F,medium,51
890,Pacific,California,F,young,18
891,Central,Missouri,F,young,21
892,Central,Illinois,F,old,61
893,Eastern,New York,F,medium,52
894,Central,Kansas,F,young,28
895,Central,Texas,F,young,23
896,Mountain,Idaho,F,medium,39
897,Central,Tennessee,F,young,27
898,Eastern,Massachusetts,F,young,23
899,Eastern,Georgia,F,medium,57
900,Mountain,Arizona,F,medium,51
901,Central,Missouri,M,medium,59
902,Central,Mississippi,M,young,22
903,Pacific,California,M,medium,36
904,Central,Tennessee,M,young,27
905,Pacific,Oregon,M,medium,33
906,Eastern,Florida,F,medium,58
907,Mountain,Wyoming,F,medium,39
908,Mountain,New Mexico,F,old,62
909,Eastern,Michigan,M,young,21
910,Eastern,Ohio,F,medium,53
911,Central,Nebraska,F,young,18
912,Central,Minnesota,M,young,24
913,Eastern,North Carolina,F,young,26
914,Eastern,Connecticut,F,young,19
915,Eastern,New York,F,medium,45
916,Eastern,New York,F,medium,33
917,Eastern,New Jersey,M,medium,45
918,Mountain,Colorado,M,young,22
919,Central,Illinois,M,young,22
920,Mountain,New Mexico,M,medium,34
921,Mountain,New Mexico,M,medium,41
922,Eastern,New York,M,medium,42
923,Eastern,New Hampshire,M,medium,55
924,Eastern,North Carolina,F,medium,33
925,Eastern,Florida,M,young,22
926,Eastern,Michigan,F,medium,41
927,Mountain,Idaho,F,old,63
928,Pacific,California,F,young,27
929,Central,Missouri,M,young,19
930,Central,Illinois,M,medium,51
931,Central,Tennessee,M,young,21
932,Central,Oklahoma,F,young,29
933,Central,Texas,M,medium,59
934,Eastern,South Carolina,M,medium,36
935,Central,Texas,M,young,28
936,Central,Alabama,F,young,21
937,Eastern,Florida,F,medium,42
938,Mountain,Colorado,F,young,24
939,Central,Texas,M,medium,54
940,Eastern,New York,F,medium,37
941,Eastern,North Carolina,M,medium,59
942,Eastern,Michigan,M,young,28
943,Eastern,Vermont,M,young,24
944,Eastern,New York,F,old,61
945,Eastern,New York,F,medium,45
946,Mountain,Colorado,F,young,25
947,Central,Missouri,F,young,18
948,Eastern,Pennsylvania,M,medium,37
949,Mountain,Colorado,F,medium,32
950,Eastern,New York,F,medium,40
951,Central,Louisiana,M,medium,33
952,Eastern,Michigan,F,medium,57
953,Eastern,Florida,M,medium,33
954,Central,Missouri,M,medium,40
955,Eastern,Florida,M,medium,47
956,Central,Arkansas,M,medium,44
957,Central,Tennessee,M,medium,55
958,Eastern,Maine,M,medium,38
959,Central,Texas,F,medium,47
960,Eastern,New Hampshire,M,medium,39
961,Mountain,Colorado,M,young,28
962,Central,Texas,M,medium,44
963,Central,Oklahoma,F,medium,44
964,Mountain,Montana,M,medium,41
965,Central,Iowa,F,young,23
966,Mountain,Arizona,M,young,17
967,Eastern,New Jersey,F,medium,39
968,Pacific,California,M,old,72
969,Mountain,Colorado,M,young,27
970,Eastern,Florida,F,old,61
971,Eastern,Virginia,M,medium,40
972,Mountain,Wyoming,M,medium,54
973,Eastern,Massachusetts,M,medium,41
974,Mountain,Arizona,F,medium,33
975,Central,Illinois,M,medium,47
976,Pacific,California,F,medium,43
977,Pacific,California,M,medium,40
978,Central,Illinois,F,medium,34
979,Central,Missouri,M,young,21
980,Central,Illinois,F,medium,55
981,Pacific,California,F,medium,33
982,Eastern,Florida,F,young,25
983,Pacific,California,F,medium,33
984,Eastern,Michigan,M,medium,50
985,Central,Arkansas,F,old,72
986,Pacific,California,M,medium,52
987,Eastern,Pennsylvania,M,medium,44
988,Mountain,Arizona,M,medium,47
989,Mountain,Colorado,F,medium,43
990,Eastern,Florida,F,young,20
991,Central,Mississippi,F,young,20
992,Eastern,Maryland,F,medium,41
993,Central,Missouri,F,medium,60
994,Mountain,Montana,F,medium,52
995,Central,Illinois,M,young,23
996,Pacific,California,F,medium,38
997,Central,North Dakota,F,young,23
998,Mountain,Colorado,F,medium,51
999,Mountain,Colorado,M,medium,32
1000,Central,Texas,F,medium,40
1001,Central,Oklahoma,M,young,27
1002,Central,Texas,M,young,28
1003,Eastern,Virginia,M,medium,39
1004,Eastern,Maryland,M,medium,43
1005,Central,Minnesota,M,medium,57
1006,Mountain,Idaho,F,young,21
1007,Eastern,Florida,M,medium,47
1008,Central,Texas,M,medium,42
1009,Eastern,North Carolina,M,medium,37
1010,Eastern,Pennsylvania,M,young,29
1011,Eastern,Maryland,F,old,70
1012,Central,Texas,M,young,20
1013,Central,Texas,F,medium,54
1014,Eastern,Rhode Island,M,medium,36
1015,Eastern,Georgia,M,medium,46
1016,Central,Missouri,F,medium,44
1017,Eastern,North Carolina,F,medium,42
1018,Central,Minnesota,M,medium,34
1019,Pacific,California,F,medium,39
1020,Eastern,Georgia,F,young,20
1021,Eastern,North Carolina,M,medium,47
1022,Mountain,New Mexico,M,young,27
1023,Central,Minnesota,M,medium,48
1024,Eastern,Ohio,F,young,21
1025,Eastern,Florida,M,medium,57
1026,Pacific,California,F,medium,32
1027,Eastern,New York,F,medium,46
1028,Eastern,New Jersey,M,young,29
1029,Central,Texas,M,medium,43
1030,Pacific,California,M,old,65
1031,Central,Wisconsin,F,medium,46
1032,Eastern,North Carolina,M,medium,34
1033,Eastern,Pennsylvania,F,medium,47
1034,Mountain,Montana,M,medium,46
1035,Central,Tennessee,M,medium,53
1036,Eastern,New Jersey,M,medium,46
1037,Eastern,New York,M,young,28
1038,Eastern,Florida,F,medium,47
1039,Central,Missouri,F,young,27
1040,Mountain,Colorado,F,young,23
1041,Central,Minnesota,M,medium,35
1042,Central,Tennessee,M,young,24
1043,Eastern,Virginia,M,medium,47
1044,Eastern,Connecticut,M,medium,37
1045,Pacific,California,F,young,21
1046,Eastern,New Jersey,F,medium,34
1047,Central,Louisiana,F,medium,32
1048,Central,Oklahoma,M,medium,51
1049,Mountain,Arizona,F,young,27
1050,Mountain,Arizona,M,young,27
1051,Eastern,New York,F,medium,49
1052,Eastern,Massachusetts,M,medium,57
1053,Pacific,California,F,medium,59
1054,Central,Texas,F,medium,35
1055,Mountain,Arizona,M,old,69
1056,Central,Texas,M,medium,59
1057,Central,Texas,F,young,17
1058,Eastern,Vermont,M,young,24
1059,Central,Texas,M,medium,48
1060,Mountain,Idaho,F,old,79
1061,Eastern,Pennsylvania,M,young,20
1062,Central,Illinois,M,medium,59
1063,Central,North Dakota,F,young,21
1064,Central,Minnesota,F,medium,57
1065,Eastern,Georgia,M,medium,35
1066,Central,Texas,M,young,27
1067,Eastern,Michigan,M,medium,43
1068,Eastern,Florida,M,young,25
1069,Eastern,Michigan,F,old,63
1070,Mountain,Utah,M,medium,40
1071,Central,Alabama,M,medium,53
1072,Eastern,Pennsylvania,F,old,65
1073,Eastern,Connecticut,M,medium,56
1074,Central,Wisconsin,M,medium,46
1075,Central,Tennessee,M,medium,33
1076,Central,Texas,F,young,26
1077,Mountain,New Mexico,M,medium,46
1078,Pacific,California,M,,30
1079,Central,Illinois,M,young,28
1080,Mountain,Colorado,F,medium,34
1081,Eastern,Michigan,F,medium,43
1082,Eastern,New York,M,medium,35
1083,Central,Missouri,M,young,21
1084,Mountain,Utah,M,young,18
1085,Eastern,Florida,M,medium,45
1086,Eastern,Kentucky,F,,30
1087,Eastern,Georgia,F,medium,56
1088,Central,Oklahoma,M,medium,45
1089,Eastern,Michigan,M,,30
1090,Mountain,Montana,M,medium,37
1091,Eastern,New York,F,old,73
1092,Eastern,New Jersey,M,medium,35
1093,Eastern,North Carolina,F,medium,48
1094,Eastern,New Hampshire,M,medium,42
1095,Central,Texas,F,medium,36
1096,Central,Illinois,F,young,27
1097,Eastern,Michigan,M,medium,36
1098,Mountain,Colorado,M,old,64
1099,Central,Wisconsin,M,medium,40
1100,Central,Kansas,M,old,63
1101,Eastern,Pennsylvania,M,medium,38
1102,Central,Louisiana,M,medium,41
1103,Eastern,Indiana,M,young,22
1104,Central,Illinois,M,medium,33
1105,Eastern,Massachusetts,M,medium,31
1106,Mountain,Montana,F,young,28
1107,Central,Texas,M,medium,39
1108,Central,Texas,F,young,23
1109,Mountain,Arizona,F,medium,36
1110,Eastern,New Jersey,F,medium,36
1111,Pacific,California,F,medium,31
1112,Eastern,Pennsylvania,M,young,17
1113,Eastern,New Jersey,F,medium,51
1114,Eastern,Pennsylvania,M,medium,53
1115,Eastern,Michigan,F,medium,47
1116,Eastern,Florida,F,medium,35
1117,Eastern,Kentucky,F,,30
1118,Eastern,Virginia,M,medium,33
1119,Central,Texas,M,young,17
1120,Eastern,New York,F,medium,44
1121,Central,Illinois,M,medium,52
1122,Eastern,Michigan,M,medium,47
1123,Mountain,Colorado,M,young,17
1124,Eastern,Massachusetts,M,young,21
1125,Central,Illinois,M,young,19
1126,Mountain,Wyoming,M,young,22
1127,Central,Tennessee,M,medium,51
1128,Mountain,Colorado,F,young,27
1129,Eastern,Florida,F,old,63
1130,Mountain,New Mexico,F,medium,33
1131,Eastern,Pennsylvania,M,medium,47
1132,Pacific,California,F,young,18
1133,Eastern,Indiana,M,medium,54
1134,Central,Minnesota,M,medium,36
1135,Pacific,Oregon,M,medium,37
1136,Eastern,Ohio,F,medium,40
1137,Pacific,Nevada,M,medium,41
1138,Mountain,Arizona,M,young,27
1139,Pacific,California,M,medium,42
1140,Pacific,California,F,medium,52
1141,Central,Mississippi,M,young,25
1142,Mountain,Colorado,M,medium,51
1143,Mountain,Colorado,M,medium,39
1144,Eastern,North Carolina,M,young,27
1145,Eastern,Maryland,M,medium,34
1146,Mountain,Arizona,F,,30
1147,Central,Illinois,M,young,19
1148,Central,Illinois,F,young,28
1149,Central,Nebraska,M,young,25
1150,Eastern,Georgia,F,medium,33
1151,Mountain,Colorado,M,medium,34
1152,Central,Oklahoma,M,young,25
1153,Eastern,Virginia,M,medium,52
1154,Central,Illinois,M,young,23
1155,Central,Missouri,F,medium,60
1156,Eastern,New Hampshire,M,old,84
1157,Eastern,Delaware,M,medium,59
1158,Eastern,Pennsylvania,M,medium,33
1159,Eastern,Florida,M,medium,51
1160,Central,Wisconsin,F,medium,59
1161,Central,Minnesota,F,young,23
1162,Eastern,New York,M,old,90
1163,Eastern,Kentucky,M,young,17
1164,Central,Oklahoma,F,young,25
1165,Eastern,Georgia,M,medium,53
1166,Eastern,New York,F,medium,37
1167,Central,Illinois,F,medium,45
1168,Eastern,Ohio,M,medium,40
1169,Mountain,Arizona,M,medium,38
1170,Central,Illinois,M,young,20
1171,Eastern,Florida,M,young,20
1172,Central,North Dakota,M,medium,34
1173,Eastern,Pennsylvania,M,medium,47
1174,Eastern,Virginia,M,medium,37
1175,Pacific,California,M,medium,46
1176,Central,Minnesota,M,medium,51
1177,Eastern,Ohio,M,young,29
1178,Eastern,Maryland,M,old,73
1179,Eastern,Ohio,M,medium,48
1180,Eastern,Kentucky,F,old,73
1181,Eastern,Florida,M,old,61
1182,Eastern,Indiana,M,medium,34
1183,Central,Minnesota,F,young,25
1184,Eastern,Vermont,M,medium,44
1185,Central,Texas,M,medium,45
1186,Eastern,Florida,M,medium,45
1187,Mountain,Colorado,M,young,28
1188,Mountain,Arizona,M,medium,53
1189,Pacific,Washington,F,medium,34
1190,Mountain,Montana,M,medium,39
1191,Central,Minnesota,M,medium,35
1192,Eastern,Michigan,M,medium,47
1193,Eastern,Massachusetts,F,medium,55
1194,Eastern,Indiana,M,medium,52
1195,Eastern,Georgia,M,medium,39
1196,Eastern,New York,M,medium,44
1197,Eastern,Virginia,F,medium,32
1198,Central,Mississippi,M,old,63
1199,Pacific,California,M,medium,42
1200,Eastern,Maine,M,medium,38
1201,Mountain,Utah,M,medium,50
1202,Eastern,Florida,F,young,29
1203,Central,Wisconsin,F,old,62
1204,Pacific,California,F,young,24
1205,Central,Arkansas,F,medium,44
1206,Eastern,Ohio,M,medium,51
1207,Eastern,Maine,F,medium,54
1208,Central,Wisconsin,M,old,67
1209,Mountain,Arizona,M,medium,47
1210,Central,Texas,F,,30
1211,Eastern,Michigan,F,medium,38
1212,Central,Arkansas,M,medium,41
1213,Eastern,Massachusetts,M,medium,43
1214,Eastern,Kentucky,M,medium,32
1215,Eastern,Florida,F,medium,38
1216,Pacific,California,F,medium,45
1217,Mountain,Colorado,F,medium,32
1218,Eastern,New Jersey,F,medium,37
1219,Eastern,New Jersey,M,old,63
1220,Central,Texas,M,young,20
1221,Mountain,Colorado,F,old,65
1222,Central,Illinois,M,medium,47
1223,Pacific,California,F,medium,33
1224,Central,Oklahoma,F,medium,51
1225,Central,Wisconsin,F,young,22
1226,Central,Wisconsin,F,young,18
1227,Mountain,Colorado,F,medium,38
1228,Central,Texas,M,young,25
1229,Central,Alabama,F,medium,39
1230,Mountain,Utah,M,medium,35
1231,Central,Kansas,M,medium,36
1232,Mountain,Colorado,M,medium,42
1233,Eastern,New York,M,young,28
1234,Eastern,New Jersey,M,young,20
1235,Mountain,Colorado,M,medium,32
1236,Central,Mississippi,F,old,66
1237,Central,Mississippi,M,young,19
1238,Eastern,Connecticut,M,medium,55
1239,Central,Minnesota,M,medium,47
1240,Eastern,Rhode Island,M,medium,35
1241,Central,Alabama,M,medium,32
1242,Eastern,Pennsylvania,F,young,20
1243,Eastern,New York,M,old,66
1244,Eastern,North Carolina,M,medium,34
1245,Mountain,Colorado,M,medium,41
1246,Eastern,Massachusetts,F,medium,43
1247,Central,Iowa,F,old,62
1248,Eastern,Indiana,M,medium,41
1249,Eastern,Maryland,M,old,63
1250,Eastern,North Carolina,M,young,19
1251,Central,Illinois,F,young,24
1252,Central,Alabama,M,medium,55
1253,Eastern,New Jersey,F,young,18
1254,Eastern,Pennsylvania,F,young,27
1255,Central,Wisconsin,F,medium,44
1256,Eastern,Pennsylvania,F,young,17
1257,Central,Nebraska,M,medium,44
1258,Pacific,California,M,medium,34
1259,Central,Louisiana,F,medium,40
1260,Eastern,New York,F,medium,57
1261,Eastern,Virginia,M,medium,36
1262,Eastern,Michigan,F,medium,46
1263,Central,Wisconsin,M,young,21
1264,Eastern,New Jersey,M,medium,48
1265,Central,Illinois,F,young,23
1266,Pacific,California,M,medium,33
1267,Eastern,Pennsylvania,M,young,27
1268,Eastern,Ohio,M,medium,39
1269,Central,Texas,M,medium,39
1270,Central,Minnesota,M,medium,59
1271,Central,Louisiana,M,medium,37
1272,Central,Louisiana,F,medium,47
1273,Central,Missouri,M,medium,52
1274,Eastern,Pennsylvania,M,medium,50
1275,Central,Illinois,M,medium,54
1276,Eastern,Florida,M,young,24
1277,Central,Minnesota,M,young,22
1278,Eastern,North Carolina,F,old,66
1279,Eastern,South Carolina,M,medium,46
1280,Mountain,Colorado,F,medium,50
1281,Eastern,Florida,M,medium,45
1282,Eastern,District of Columbia,M,medium,38
1283,Eastern,Maryland,F,medium,38
1284,Mountain,Idaho,M,medium,51
1285,Pacific,California,M,medium,41
1286,Mountain,Colorado,F,young,19
1287,Mountain,Colorado,M,medium,39
1288,Eastern,Virginia,F,medium,39
1289,Central,Oklahoma,F,medium,39
1290,Central,Minnesota,M,medium,43
1291,Eastern,Florida,F,medium,49
1292,Central,Tennessee,M,young,20
1293,Eastern,Pennsylvania,F,young,20
1294,Mountain,Utah,F,young,18
1295,Eastern,Virginia,M,medium,43
1296,Eastern,Maryland,M,medium,48
1297,Central,Texas,F,medium,55
1298,Central,Minnesota,M,medium,50
1299,Eastern,Ohio,M,medium,36
1300,Eastern,Florida,F,medium,58
1301,Central,Missouri,F,young,21
1302,Mountain,New Mexico,M,medium,41
1303,Mountain,Arizona,M,young,22
1304,Central,Texas,M,old,65
1305,Central,Texas,F,medium,41
1306,Mountain,New Mexico,F,medium,33
1307,Eastern,Kentucky,M,young,18
1308,Eastern,Michigan,M,medium,45
1309,Central,Alabama,F,medium,54
1310,Central,South Dakota,M,medium,52
1311,Eastern,Florida,F,medium,49
1312,Central,Wisconsin,M,medium,54
1313,Central,Alabama,F,medium,43
1314,Central,Wisconsin,F,young,27
1315,Central,Texas,M,medium,35
1316,Central,Iowa,F,young,21
1317,Eastern,Ohio,M,medium,36
1318,Eastern,Florida,F,medium,41
1319,Eastern,Kentucky,F,medium,47
1320,Pacific,California,M,medium,42
1321,Eastern,New York,F,medium,46
1322,Central,Missouri,F,medium,33
1323,Central,Wisconsin,M,young,29
1324,Eastern,Kentucky,F,young,29
1325,Eastern,New Hampshire,M,young,20
1326,Central,Illinois,F,young,29
1327,Central,Oklahoma,M,young,22
1328,Eastern,Michigan,F,medium,46
1329,Mountain,Arizona,M,old,63
1330,Pacific,California,F,medium,54
1331,Mountain,Colorado,F,young,20
1332,Mountain,Arizona,M,old,66
1333,Central,Wisconsin,F,medium,31
1334,Central,Missouri,M,young,29
1335,Pacific,California,M,medium,48
1336,Eastern,New York,F,young,29
1337,Eastern,New York,F,young,23
1338,Mountain,Arizona,M,medium,59
1339,Eastern,Florida,M,medium,51
1340,Eastern,North Carolina,F,medium,35
1341,Central,Missouri,F,old,62
1342,Eastern,Georgia,M,medium,34
1343,Central,Minnesota,M,medium,39
1344,Eastern,Virginia,M,medium,37
1345,Mountain,New Mexico,M,medium,51
1346,Mountain,Colorado,M,medium,34
1347,Eastern,New Jersey,M,young,23
1348,Mountain,Arizona,M,medium,50
1349,Eastern,Georgia,M,medium,38
1350,Eastern,Indiana,F,medium,34
1351,Mountain,Arizona,F,medium,40
1352,Mountain,Colorado,M,medium,37
1353,Eastern,Pennsylvania,F,young,25
1354,Mountain,Utah,F,young,21
1355,Eastern,Massachusetts,M,medium,31
1356,Eastern,Kentucky,M,medium,43
1357,Central,Wisconsin,M,young,17
1358,Central,Nebraska,F,young,18
1359,Central,Minnesota,M,medium,50
